,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,12.8,0.4,2.8
gp,RANDOM_VALUE,46.8,6.4,8.4
ld,FLIP_SINGLE_BIT,9.2,0.0,1.6
ld,RANDOM_VALUE,31.6,3.2,4.4
fp32,FLIP_SINGLE_BIT,13.2,0.8,0.0
fp32,RANDOM_VALUE,51.6,6.8,0.0
fp32,WARP_RANDOM_VALUE,82.4,5.6,0.0
