,,Output error,Classification error,Other error
gp,FLIP_SINGLE_BIT,13.2,0.4,2.8
gp,RANDOM_VALUE,53.2,6.4,8.4
ld,FLIP_SINGLE_BIT,9.2,0.0,1.6
ld,RANDOM_VALUE,34.8,3.2,4.4
fp32,FLIP_SINGLE_BIT,14.0,0.8,0.0
fp32,RANDOM_VALUE,58.4,6.8,0.0
fp32,WARP_RANDOM_VALUE,88.0,5.6,0.0
