,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,19.6,0.4,6.0
gp,RANDOM_VALUE,43.6,4.0,10.4
ld,FLIP_SINGLE_BIT,7.6,0.4,0.0
ld,RANDOM_VALUE,44.8,6.4,0.0
fp32,FLIP_SINGLE_BIT,12.4,0.0,0.0
fp32,RANDOM_VALUE,51.2,5.2,0.0
fp32,WARP_RANDOM_VALUE,78.8,6.4,1.6
