,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,11.2,0.4,4.4
gp,RANDOM_VALUE,26.8,8.8,10.4
ld,FLIP_SINGLE_BIT,11.2,0.4,2.0
ld,RANDOM_VALUE,22.4,11.6,2.4
fp32,FLIP_SINGLE_BIT,12.8,1.2,0.4
fp32,RANDOM_VALUE,29.6,10.4,0.0
fp32,WARP_RANDOM_VALUE,37.6,26.8,0.4
