,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,12.0,0.4,5.6
gp,RANDOM_VALUE,34.4,2.8,11.6
ld,FLIP_SINGLE_BIT,3.2,0.0,0.0
ld,RANDOM_VALUE,33.6,4.8,0.0
fp32,FLIP_SINGLE_BIT,6.8,0.4,0.0
fp32,RANDOM_VALUE,39.6,0.8,0.0
fp32,WARP_RANDOM_VALUE,72.0,5.2,0.0
