,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,7.6,0.0,1.2
gp,RANDOM_VALUE,37.2,3.2,3.2
ld,FLIP_SINGLE_BIT,4.0,0.0,4.0
ld,RANDOM_VALUE,30.0,5.6,3.2
fp32,FLIP_SINGLE_BIT,5.6,0.0,0.0
fp32,RANDOM_VALUE,42.8,2.4,0.0
fp32,WARP_RANDOM_VALUE,71.6,4.8,0.0
