,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,15.6,0.0,5.2
gp,RANDOM_VALUE,43.2,4.0,5.6
ld,FLIP_SINGLE_BIT,6.8,0.0,2.4
ld,RANDOM_VALUE,31.2,4.8,10.4
fp32,FLIP_SINGLE_BIT,11.2,0.4,0.4
fp32,RANDOM_VALUE,54.0,4.4,0.0
fp32,WARP_RANDOM_VALUE,80.0,5.2,0.0
