,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,15.2,2.0,5.2
gp,RANDOM_VALUE,18.0,34.8,10.0
ld,FLIP_SINGLE_BIT,5.2,1.6,2.0
ld,RANDOM_VALUE,13.2,30.4,6.0
fp32,FLIP_SINGLE_BIT,7.2,0.8,0.0
fp32,RANDOM_VALUE,22.8,32.0,0.0
fp32,WARP_RANDOM_VALUE,44.0,47.2,0.0
