,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,9.6,1.6,4.4
gp,RANDOM_VALUE,47.6,3.6,4.0
ld,FLIP_SINGLE_BIT,6.8,0.0,2.4
ld,RANDOM_VALUE,35.2,7.2,4.4
fp32,FLIP_SINGLE_BIT,11.2,0.0,0.4
fp32,RANDOM_VALUE,52.4,4.4,0.0
fp32,WARP_RANDOM_VALUE,77.6,10.4,0.0
