,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,9.6,2.4,2.8
gp,RANDOM_VALUE,36.8,6.8,8.0
ld,FLIP_SINGLE_BIT,3.6,0.0,2.8
ld,RANDOM_VALUE,27.2,10.8,4.4
fp32,FLIP_SINGLE_BIT,9.6,1.6,0.0
fp32,RANDOM_VALUE,44.4,11.6,0.0
fp32,WARP_RANDOM_VALUE,63.2,20.0,0.0
