,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,15.2,1.2,4.8
gp,RANDOM_VALUE,18.8,15.2,10.8
ld,FLIP_SINGLE_BIT,8.0,2.0,1.2
ld,RANDOM_VALUE,21.6,20.0,2.8
fp32,FLIP_SINGLE_BIT,8.4,2.0,0.0
fp32,RANDOM_VALUE,12.8,25.6,0.4
fp32,WARP_RANDOM_VALUE,24.4,39.2,0.0
