,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,16.8,0.0,4.4
gp,RANDOM_VALUE,47.2,4.8,6.4
ld,FLIP_SINGLE_BIT,5.6,0.0,0.4
ld,RANDOM_VALUE,29.2,3.2,2.4
fp32,FLIP_SINGLE_BIT,13.2,0.0,0.0
fp32,RANDOM_VALUE,58.4,2.8,0.0
fp32,WARP_RANDOM_VALUE,82.0,8.0,0.0
