,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,13.2,0.0,4.0
gp,RANDOM_VALUE,50.0,4.8,6.4
ld,FLIP_SINGLE_BIT,5.2,1.6,1.2
ld,RANDOM_VALUE,37.2,3.2,2.4
fp32,FLIP_SINGLE_BIT,12.4,0.4,0.0
fp32,RANDOM_VALUE,52.0,8.0,0.0
fp32,WARP_RANDOM_VALUE,82.8,4.4,0.0
