,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,11.2,0.0,6.4
gp,RANDOM_VALUE,30.4,8.4,10.4
ld,FLIP_SINGLE_BIT,3.2,0.8,0.0
ld,RANDOM_VALUE,28.0,6.0,0.0
fp32,FLIP_SINGLE_BIT,9.2,1.2,0.0
fp32,RANDOM_VALUE,28.8,10.0,0.0
fp32,WARP_RANDOM_VALUE,73.2,7.6,0.0
