,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,17.2,1.2,5.6
gp,RANDOM_VALUE,48.0,10.0,8.0
ld,FLIP_SINGLE_BIT,4.0,1.6,0.0
ld,RANDOM_VALUE,40.0,14.4,0.0
fp32,FLIP_SINGLE_BIT,16.0,0.8,0.0
fp32,RANDOM_VALUE,44.8,15.2,0.0
fp32,WARP_RANDOM_VALUE,76.4,8.8,0.0
