,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,2.8,0.4,5.2
gp,RANDOM_VALUE,25.6,7.6,12.0
ld,FLIP_SINGLE_BIT,2.8,0.4,0.0
ld,RANDOM_VALUE,21.2,13.2,0.4
fp32,FLIP_SINGLE_BIT,3.2,1.2,0.0
fp32,RANDOM_VALUE,24.8,9.2,0.0
fp32,WARP_RANDOM_VALUE,43.2,25.2,0.0
