,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,11.2,0.4,2.4
gp,RANDOM_VALUE,32.4,2.4,9.6
ld,FLIP_SINGLE_BIT,5.2,0.0,0.0
ld,RANDOM_VALUE,36.4,1.6,0.0
fp32,FLIP_SINGLE_BIT,9.2,0.8,0.0
fp32,RANDOM_VALUE,37.2,3.6,0.0
fp32,WARP_RANDOM_VALUE,73.2,2.0,0.0
