,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,13.6,1.2,3.2
gp,RANDOM_VALUE,42.0,9.2,6.0
ld,FLIP_SINGLE_BIT,7.2,0.0,0.0
ld,RANDOM_VALUE,39.2,10.4,0.0
fp32,FLIP_SINGLE_BIT,12.8,0.8,0.0
fp32,RANDOM_VALUE,48.4,6.0,0.0
fp32,WARP_RANDOM_VALUE,70.0,14.4,0.0
