,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,14.0,0.8,8.0
gp,RANDOM_VALUE,31.6,3.2,24.0
ld,FLIP_SINGLE_BIT,5.6,0.8,0.0
ld,RANDOM_VALUE,45.6,2.8,1.6
fp32,FLIP_SINGLE_BIT,14.8,0.0,0.0
fp32,RANDOM_VALUE,52.8,2.4,0.0
fp32,WARP_RANDOM_VALUE,75.2,7.6,0.0
