,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,9.6,0.8,189.6
gp,RANDOM_VALUE,45.2,8.4,145.6
ld,FLIP_SINGLE_BIT,6.4,1.6,186.4
ld,RANDOM_VALUE,34.4,10.8,151.6
fp32,FLIP_SINGLE_BIT,16.8,0.8,181.6
fp32,RANDOM_VALUE,50.0,10.8,138.4
fp32,WARP_RANDOM_VALUE,68.4,16.4,115.2
