,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,10.4,0.4,2.4
gp,RANDOM_VALUE,40.0,10.8,5.6
ld,FLIP_SINGLE_BIT,6.4,0.0,5.2
ld,RANDOM_VALUE,25.6,7.6,4.0
fp32,FLIP_SINGLE_BIT,12.8,0.8,0.0
fp32,RANDOM_VALUE,49.6,9.6,0.0
fp32,WARP_RANDOM_VALUE,73.2,15.6,0.0
