,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,2.8,1.6,8.4
gp,RANDOM_VALUE,8.4,18.4,17.6
ld,FLIP_SINGLE_BIT,1.2,1.6,0.0
ld,RANDOM_VALUE,9.2,22.0,0.0
fp32,FLIP_SINGLE_BIT,0.4,1.6,0.0
fp32,RANDOM_VALUE,8.4,22.0,0.0
fp32,WARP_RANDOM_VALUE,20.8,44.0,0.0
