,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,8.4,1.2,8.8
gp,RANDOM_VALUE,28.4,1.6,14.4
ld,FLIP_SINGLE_BIT,5.6,0.4,0.0
ld,RANDOM_VALUE,39.2,2.4,0.4
fp32,FLIP_SINGLE_BIT,4.8,1.6,0.0
fp32,RANDOM_VALUE,38.4,0.8,0.0
fp32,WARP_RANDOM_VALUE,64.8,4.0,0.0
