,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,20.0,0.4,5.2
gp,RANDOM_VALUE,52.4,6.0,10.0
ld,FLIP_SINGLE_BIT,8.4,0.4,0.0
ld,RANDOM_VALUE,50.0,6.4,0.8
fp32,FLIP_SINGLE_BIT,18.8,0.0,0.0
fp32,RANDOM_VALUE,61.2,4.0,0.0
fp32,WARP_RANDOM_VALUE,84.4,7.6,0.0
