,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,8.8,1.2,4.0
gp,RANDOM_VALUE,26.8,1.6,7.6
ld,FLIP_SINGLE_BIT,5.6,0.8,3.2
ld,RANDOM_VALUE,31.2,1.6,2.4
fp32,FLIP_SINGLE_BIT,2.4,1.6,0.0
fp32,RANDOM_VALUE,30.4,4.0,0.0
fp32,WARP_RANDOM_VALUE,64.4,5.2,0.0
