,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,15.2,0.4,5.2
gp,RANDOM_VALUE,52.0,3.6,6.8
ld,FLIP_SINGLE_BIT,6.8,0.0,0.0
ld,RANDOM_VALUE,41.6,5.6,0.4
fp32,FLIP_SINGLE_BIT,16.4,0.0,0.0
fp32,RANDOM_VALUE,63.2,1.6,0.0
fp32,WARP_RANDOM_VALUE,84.8,8.8,0.0
