,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,11.6,2.8,8.4
gp,RANDOM_VALUE,22.0,25.6,18.0
ld,FLIP_SINGLE_BIT,4.0,3.6,0.0
ld,RANDOM_VALUE,16.0,34.0,0.0
fp32,FLIP_SINGLE_BIT,10.8,2.4,0.0
fp32,RANDOM_VALUE,29.6,35.6,0.0
fp32,WARP_RANDOM_VALUE,34.8,57.6,0.0
