,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,8.0,0.4,8.8
gp,RANDOM_VALUE,35.2,2.0,11.2
ld,FLIP_SINGLE_BIT,4.4,0.4,0.0
ld,RANDOM_VALUE,44.8,2.8,0.0
fp32,FLIP_SINGLE_BIT,4.4,0.4,0.0
fp32,RANDOM_VALUE,41.2,2.0,0.0
fp32,WARP_RANDOM_VALUE,80.4,5.2,0.0
