,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,14.8,0.4,6.8
gp,RANDOM_VALUE,42.8,6.4,8.4
ld,FLIP_SINGLE_BIT,7.2,1.2,0.0
ld,RANDOM_VALUE,44.4,8.4,0.0
fp32,FLIP_SINGLE_BIT,8.8,1.6,0.0
fp32,RANDOM_VALUE,48.4,12.0,0.0
fp32,WARP_RANDOM_VALUE,72.8,12.0,0.0
