Model,SDC,Critical SDC,DUE
vit16_224,26.285714286,4.857142857,2.4
vit16_224-hd,29.257142857,1.542857143,1.714285714
vit14_huge_336,19.885714285714283,5.085714285714286,1.7142857142857142
vit14_huge_336-hd,24.4,1.7142857142857142,1.0857142857142859
vit16_384,25.82857142857143,5.542857142857143,1.542857142857143
vit16_384-hd,28.8,2.0571428571428574,2.457142857142857
