,,SDC,Critical SDC,DUE
gp,FLIP_SINGLE_BIT,11.2,0.0,6.8
gp,RANDOM_VALUE,43.2,6.4,7.2
ld,FLIP_SINGLE_BIT,8.4,0.0,0.0
ld,RANDOM_VALUE,34.0,10.4,0.0
fp32,FLIP_SINGLE_BIT,15.6,0.4,0.0
fp32,RANDOM_VALUE,48.4,5.2,0.0
fp32,WARP_RANDOM_VALUE,82.4,7.2,0.0
